review_id,place_name_raw,place_id,review_text,city,category,sent_price,sent_cleanliness,sent_facilities,sent_service,sent_environment,sent_overall,source,source_id,source_url,data_period,snapshot_date,retrieved_at,is_live
reviews_00010,منتزه الخلب,,حلو نظيف واطلاله وضباب روعه وجلسات بالطلب يعني تطلبون من المطعم وتجلسون فيها فيه اكشاك للبيع بس يوم اروح كانوا مسكرين,Al Bahah,منتزه,,1,1,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00011,منتزه الخلب,,منتزه الخلب موقع رائع اطلالات في كل الجلسات الجلسات مجانيه اطلب من المطعم وتوجه الى الجلسه مباشره ثم ياتيك الطعام الجلسات يوجد بها مكيفات صحراويه اذا كان الجو حار في فتره الغداء مثلا اسعار الطعام جده معقوله,Al Bahah,منتزه,1,,1,1,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00012,منتزه الخلب,,منتاز ورائع للعوائل بسوغالي شوي الساعة ب ٥٠ او ١٠٠ بس اجواء المندق تخليك تدفع ضباب وامطار والمكان مرتفع خيال والمطعم جيد جدا ويوصل لين غرفتك الي حجزتها او كل في المطعم البرج وتقوى في الدور الاخير,Al Bahah,منتزه,-1,,1,1,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00013,منتزه الخلب,,تجربه للأسف كانت سيئهالمكان من الخارج جميل ويضيف للمندقلاكن اشوف العاملين عليه غير مؤهليندورات المياه جميعها الي بالدور الخامس والي تحت وسخه لابعد حد ريحه كريهه وعفن ووسخ النظافه معدومهللاسف طلبنا قهوه عربي طعمها جدا عادي والاواني غير نظيفهوتوقعت بيجيني شي مرتب للأسف ثلاجه من عند ابو ٥ریال صعب التعامل معها وسيئه فمها واسع جدا اذا فتحتها شوي ماتصب واذا فتحتها اكثر انكبت كلها للاسف انها انكبت على يدي ورجولي واحرقتني ، صراحه تعاون معي المصري طلبت منه بيض وجاب لي خمد الحرق شوي وخفف الالم اشكره واشكر تعامله الحسن+مع العلم اني دافعه حق جلسه ٢٠ریال وحق قهوه ٢٠ریال وربي اشوفها خساره ورحت طلبت تعويض قدم لي شاهي مجاني كله سكر والله لاطعم ولالون والابريق من الخارج واضح عليه الوسخ ، صاحب القهوه ماعرف يجذب الزباين بطعم قهوته ورتابتها ونظافتها ونظافة الاواني+الولد المسؤول عن الجلسات كان غير متفهم وكلامه غير لبق وزاد النار حطب اتوقع اسمه عبد الرحمن اتمنى من المالك النظر الى العماله وشغلهم والاشراف عليه,Al Bahah,منتزه,-1,-1,-1,-1,-1,-1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00014,منتزه الخلب,,مكان جميل وأجواء خياليه انصح العوائل بزيارته وكذالك زوار محافظه المندق,Al Bahah,منتزه,,,,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00015,منتزه الخلب,,تجربة مميزة وفريدة من نوعها منتزة مميز يضمن مسرح وكهف وجلسات ومطعم حبيت تفاصيل المكان ويستحق الزيارة والاستمتاع بالفرفرة داخل الكهف الجميل بالموضوع انو فيه بازار بسيط داخل الكهف 😍 لاتفوووتكم التجربة ✅,Al Bahah,منتزه,,,1,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00016,منتزه الخلب,,مكان رائع والموقع مميز الصعود له بالسيارة والطريق لمن لا يعرف للقيادة في المرتفعات الجبلية يجب أن يحذر لكن المكان مهيأ وخدماته مميزه به جلسات عائليه عبارة عن غرف ب 50 ريال الساعة الاولى والساعة الثانية ب 25 ريال وما بعدها فيه العاب أطفال ومقهى ومطعم وكشك للشاي انصح به وبشدة للعائلات,Al Bahah,منتزه,0,,1,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00017,منتزه الخلب,,منتزه جميل ويحتاج إلى عناية وتنظيف وأتوقع ذلك في المستقبل القريب إن شاء الله تعالى,Al Bahah,منتزه,,-1,-1,,1,0,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00018,منتزه الخلب,,مكان رائع ومتنفس جميل .. متنوع الجلسات ويتوفر فيه خدمات متعددة مطعم وكوفي وألعاب .. مع إطلالة مميزة,Al Bahah,منتزه,,,1,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00019,منتزه الخلب,,مكان زرته اكثر من مره جميل ولاكن الاسعار مبالغ فيها سواء باستئجار الغرف او المطعم مبالغ جدا جدا جدا بالمقارنه بالمواقع السياحيه الاخرى هم اغلى,Al Bahah,منتزه,-1,,,,1,-1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00020,منتزه الخلب,,منتزة الخلب بالمندق جميل جدا وشكل خرافيكل الجلسات برسوم ولا يوجد جلسات مجانا إلا جلوسك في المطعم او للكوفي مجانافيها كل شيء متوفر,Al Bahah,منتزه,0,,1,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00021,منتزه الخلب,,منتزه جميل جدا روووعه واسعار المطعم والجلسات في متناول الجميع والدخول بدون رسوم واستغلال للناس شكرا لكم من القلب,Al Bahah,منتزه,1,,1,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00022,منتزه الخلب,,روعه المطعم تبعه لايفوتكم كله شغل لذيذ واسعارهم في متناول اليد. الجلسات بفلوس بس يستحق روعه,Al Bahah,منتزه,1,,1,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00023,منتزه الخلب,,حديقة جميلة تتكون من مسطحات خضراء وغرف خاصة وجلسات خارجية متنوعةمنطقة العاب هوائية للأطفاليوجد بها برج يحتوي على مطعم مع اطلاله جميله ...,Al Bahah,منتزه,,,1,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00024,منتزه الخلب,,منتزه مميز وجميل ومتعوب عليه 👌فيه مطعم البرجوالكهف الدور الأرضي مطعم والدور الأول بزاروالدور الثاني كفي في الهواء الطلق الجو جميل جدا في فصل الصيف,Al Bahah,منتزه,,,1,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00025,منتزه الخلب,,جميله فيها الكهف مره جميل لكن لا يوجد مكان للجلسات المجانيه والمنتزه صغير جدا طريقه صعود,Al Bahah,منتزه,,,0,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00026,منتزه الخلب,,المكان اكثر من رائع فقط يجب تغير ابواب الجلسات لانها متعبه في الفتح والقفل,Al Bahah,منتزه,,,0,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00027,منتزه الخلب,,للأسف زرته كذا مره فى الاجازه ولكن قبل يومين زرتهالمكان غير نظيف الجلسات السعر ٥٠ ريال للساعه ومحسوب الوقت قبل الأكل والفرش قديم طلبنا مضغوط دجاج ومصعقه باميه للأسف كلها زيوت وبكثره اعتقد يستخدمون زيوت سيئه ولا يوجد عندهم لحم مندى او مظبى اتوقع بعدم تكرار التجربه فيه,Al Bahah,منتزه,-1,-1,-1,,-1,-1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00028,منتزه الخلب,,المكان جيدونظيف ولكنه ظةضيق ومحدودلكن لويسمح بإدخال الفرشه والقهوه لكت أفضل وأجمل,Al Bahah,منتزه,,1,0,,1,0,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00029,منتزه الخلب,,سبحان الله وبحمدهالاجواء كان جميل ومطروعجبني المكان,Al Bahah,منتزه,,,,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00030,منتزه الخلب,,قليله بحقه 5 نجوم من افضل الاماكن اللي رحتها بصراحه طبعا الغرف الخارجيه تأجر الساعتين ب50 ريال. والغرف الVIP الساعه ب100 ريال وعندهم مضغوط دجاج 👌🏼👌🏼👌🏼,Al Bahah,منتزه,1,,1,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00031,منتزه الخلب,,ممتاز المكان ويوجد مطعم وجلسات والعاب اطفال,Al Bahah,منتزه,,,1,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00032,منتزه الخلب,,ممتاز للاطفال والعائلات جلسات بسعر ارضيه او كراسي,Al Bahah,منتزه,0,,1,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00033,منتزه الخلب,,ممتاز والاسعار معقوله بس لو يزيدون الأشجار الكبيرة عشان الظل,Al Bahah,منتزه,0,,,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00034,منتزه الخلب,,كبير على الفاضييحتاج تعديلات و اضافات كثيرة جداواهتمام بالنظافه . . وضعه سيء جداالضفادع و الحشرات منتشرة بكل مكاندورات المياة غير نظيفهالمأكولات اغلبها غير متوفره و تعامل الموظفين سيءوالأسعار مبالغ فيها جدا,Al Bahah,منتزه,-1,-1,-1,-1,-1,-1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00035,منتزه الخلب,,المكان جدا جميل ورائع ولكن كان اغلبه مغلق وفبه مطعم مشويات,Al Bahah,منتزه,,,0,,1,0,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00036,منتزه الخلب,,زرنا حديقة الفراشة وحديقة البرج وكانت دون المستوى المأمول تحتاج الحديقتان الى جهد كبير حتى تكونا لائقتين.على كل حال فكرة وتصميم حديقة البرج جيدة,Al Bahah,منتزه,,,0,,-1,-1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00037,منتزه الخلب,,المكان أشوفه محدود جدايعني بالعربي حق تصوير مره وحده وتطلعجيتهم امس كان مشمس 🌞 وحرر والتكييف عندهم سيءواشوف المنتزه هذا مايصلح إلا وقت مطر 🌧️,Al Bahah,منتزه,,,-1,,0,-1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00038,منتزه الخلب,,روووعه رووووعه وكنت مستمتع بها ولعل لي زياره اخرى,Al Bahah,منتزه,,,,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00039,منتزه الخلب,,احسن مكان بالباحه ابداع ومكان رائع وانصح بزيارتهولا تفوتون زيارته فيه مطعم وكوفيحلو جدا,Al Bahah,منتزه,,,1,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00040,منتزه الخلب,,جميله جدا لكن اسععار الغرف مبالغ 50 ريال للساعهبدون قهوة او شاي ..,Al Bahah,منتزه,-1,,,,1,0,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00041,منتزه الخلب,,ممتاز ويشبه لصخر ومنحوت وداخله مشروبات ويوجد العاب وجلسات ولازم في الليل ياخذون ملابس شتويه وخاصة للطفال,Al Bahah,منتزه,,,1,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00042,منتزه الخلب,,ررائع يحتاج زياده اهتمام.اسعار الغرف مبالغ فيها,Al Bahah,منتزه,-1,,-1,,1,0,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00043,منتزه الخلب,,أتمنى الاهتمام في الجلسات المغلقه وتركيب مكيفات أسبلت 50ريال للجلسه بدون مكيفمكيف صحراوي. المتواجد حاليا,Al Bahah,منتزه,-1,,-1,,,-1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00044,منتزه الخلب,,المطعم ما انصح به اكل بارد خبز بارد فاين مافية مغاسل مافيه الا وحده,Al Bahah,منتزه,,,-1,,,-1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00045,منتزه الخلب,,بصراحه الاجواء فيه ممتازة والخدمه ولكن جلسة على فرشه ب 20 ريال اشوفها شوي كثير,Al Bahah,منتزه,-1,,,1,1,0,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00046,منتزه الخلب,,المكان يحتاج تطوير واهتمام بالنظافه والنظر في رسوم الجلسات ونظافتها لا يستحق الزياره,Al Bahah,منتزه,,,,,,,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00047,منتزه الخلب,,الجلسات في البرج تحتاج اعتدة تصميم لايوجد تهويه كافيه ولا خصوصيه,Al Bahah,منتزه,,,-1,,,-1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00048,منتزه الخلب,,من اجمل الاماكن فطور جدا حلو ولذيذ وموظفين مميزين,Al Bahah,منتزه,,,1,1,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00049,منتزه الخلب,,زرت الموقعوبسبب عدم حرفية العمالة في الضيافةغادرت المكان مباشرة ...,Al Bahah,منتزه,,,,-1,,-1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00050,منتزه الخلب,,ممتزه جميل وفيه مطعم وجلسات وكهف متكامل,Al Bahah,منتزه,,,1,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00051,منتزه الخلب,,مكان جميل لقضاء بعض الوقت وتناول الطعام اثناء السفر,Al Bahah,منتزه,,,,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00052,منتزه الخلب,,منتزه ممتازاطلالاته ممتازةتوفر الكشكات والجلسات,Al Bahah,منتزه,,,1,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00053,منتزه الخلب,,المنتزة منظم و ممنوع دخول المأكولات و المشروباتيوجد جلسات داخلية و مطعم,Al Bahah,منتزه,,,1,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00054,منتزه الخلب,,منتزة رائع زرته يوم الإربعاء الماضي,Al Bahah,منتزه,,,,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00055,منتزه الخلب,,غرف بدون تكييفسعر الغرفه 50 ريالسعر حبه حمضيات صغير 4 اريال,Al Bahah,منتزه,-1,,-1,,,-1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00056,منتزه الخلب,,الووو .. موقعكم مميزالاجواء فوق الخيالالاسعار غالية .. 👎🏼,Al Bahah,منتزه,-1,,,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00057,منتزه الخلب,,للاسف الجلسات بدون اي طلب يقدم ب 50 ريال غير الطريق الصعب للوصول ✋,Al Bahah,منتزه,-1,,,,,-1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00058,منتزه الخلب,,منتزه الخلب موقع رائع اطلالات في كل الجلسات الجلسات مجانيه,Al Bahah,منتزه,1,,1,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00059,منتزه الخلب,,لا أنصح به بتاااااااااتا بتاتا عنوة مشوار فقط لاغير حتى غرف الايجار مقفلة ما تجيها نسمة هواء حتى شباك قزاز مقفل واذا فرشت برا على الارض بعشرين ريال,Al Bahah,منتزه,-1,,-1,,-1,-1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00060,منتزه الخلب,,من أروع المعالم السياحية في الباحة.متميزين في الجلسات، الخدمات، والمطعم,Al Bahah,منتزه,,,1,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00061,منتزه الخلب,,منتزه ممتاز وتتوفر فيه جميع الخدمات,Al Bahah,منتزه,,,1,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00062,منتزه الخلب,,جميل كسياحة لكن حقيقة ما جربت اكل لان فقط مريت استكشف المكان واستمتع,Al Bahah,منتزه,,,,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00063,منتزه الخلب,,مكان جميل جدا انصح بزيارته,Al Bahah,منتزه,,,,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00064,منتزه الخلب,,رحت لها مره ولن تتكرر عاديه جدا الموقع صعب جدا للوصول اليه يهلك السيارات,Al Bahah,منتزه,,,,,-1,-1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00065,منتزه الخلب,,مكان عادي جدا يحتاج الى تطوير اكثر مطعم البرقر غير طازج مجمد,Al Bahah,منتزه,,,-1,,-1,-1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00066,منتزه الخلب,,مكان لايستحق إنك تمشى كل هاذي المسافة من الباحة علشانه. موظفين غير محترمين في التعامل مع الزوار و أكبر دليل ردود المالك الحاده. أنا جيته و طلبت يحط فرشات خارجيه على الكراسي حصلت واحد سعودي شايف نفسه يقول مافيه إلا بعد الساعة ٤ خذ جلسات مغلقة الساعة ب ٥٠ وشديت معه في الكلام قام من مكتبه وخلاني قال كلم المدير المصري و فعلا قام المصري وطلب من أحد العمال إنه يفرش أي جلسه أرغب فيها. أسعار مبالغ فيها و صرفية فلوس في مكان لا يستحق يكون وجهة سياحية هو مجرد مطعم ولاكن تم إستغلال الموسم في رفع الأسعار و الرسوم على كل شئ.,Al Bahah,منتزه,-1,,-1,-1,-1,-1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00067,منتزه الخلب,,اذا كنت بعيد ماتستاهل المشوار عادي جدا جدا الهدف ربحي اكثر من ترفيهي,Al Bahah,منتزه,-1,,,,-1,-1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00068,منتزه الخلب,,يعيبة الجلسة الساعه ٥٠ ريال وممنوع دخول الاكل من برا,Al Bahah,منتزه,-1,,,,,-1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00069,منتزه الخلب,,مكان جميل وفيه مطعم شعبي,Al Bahah,منتزه,,,1,,1,,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00070,منتزه الخلب,,للأسف .... عندما يسلم مكان مثل هذا من الإدارة إلا العماله فلن تجد إلا قذارة .جلسات لا تمت للنظافة بشئ .المبنى اللي في وسط المنتزة ضلام دامس حوالي الساعة ٢،٣٠ ظهرا وكلة اتربة ولا يوجد فية سوى الغبار. كنت ناوي على الغداء بعد ماشفت المناظر بطلت وخرجت.الموقع روعة والمكان كمبنى يمكن أن يصبح افضل سياحيا. ولاكن فاقد الشيء لا يعطي..,Al Bahah,منتزه,,-1,,,1,-1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00071,منتزه الخلب,,مكان جميل متوفر جميع الخدمات,Al Bahah,منتزه,,,1,,1,,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00072,منتزه الخلب,,رايق جدا والكفه في تجربه جميله جدا,Al Bahah,منتزه,,,1,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00073,منتزه الخلب,,جميل المكانالاجواء رائعة العصرية,Al Bahah,منتزه,,,,,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00074,منتزه الخلب,,المنتزه دخوله مجاني واسعار الجلسات رمزيه وكل شي فالمنتزه رووووووعه المطعم يستحق اعلى تقييم اكلهم جدا لذيذ والمسرح ممتع جدا جدا للاطفال اشكر القائمين عليه من مقدم ومهرجين وجميع المسئولين ، تجربه تستحق التكرار من اجمل الايام اللي قضيتها فالباحه /المندق/,Al Bahah,منتزه,1,,1,1,1,1,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
reviews_00075,منتزه الخلب,,الغرف الساعة ب 50 ومستوى نظافتها سيء ،،,Al Bahah,منتزه,-1,-1,,,,,reviews_zenodo,,https://zenodo.org/records/16924532,static,,2026-09-13T06:19:18.696424+00:00,False
